user_id,segment,reward_amount,avg_session_time,retention_30d,reward_dependency_score
79,genuine_gamer,7.54,35.28,1,38
80,genuine_gamer,4.75,75.31,1,12
81,reward_hunter,18.96,12.1,1,82
82,casual_user,11.47,12.42,1,47
83,genuine_gamer,3.47,39.82,0,21
84,genuine_gamer,5.94,47.61,1,31
85,genuine_gamer,7.66,117.21,1,28
86,genuine_gamer,4.5,96.23,1,30
87,casual_user,11.4,52.01,0,64
88,casual_user,5.18,26.68,1,48
89,reward_hunter,26.74,18.63,0,83
90,casual_user,11.76,30.52,0,63
91,genuine_gamer,6.56,114.52,1,14
92,casual_user,8.74,45.42,1,42
93,reward_hunter,28.8,8.16,0,82
94,casual_user,6.72,10.61,0,61
95,reward_hunter,29.79,14.7,0,92
96,casual_user,8.93,21.29,1,47
97,casual_user,6.07,31.81,0,68
98,casual_user,13.78,17.79,0,40
99,genuine_gamer,3.68,74.48,1,15
100,genuine_gamer,8.05,50.85,0,35
101,genuine_gamer,2.99,108.84,1,36
102,casual_user,11.49,58.96,1,50
103,genuine_gamer,3.8,63.13,0,33
104,casual_user,12.0,21.45,0,52
105,reward_hunter,19.41,10.56,0,79
106,genuine_gamer,8.97,77.37,1,10
107,casual_user,7.78,11.94,1,63
108,reward_hunter,22.72,4.97,1,97
109,genuine_gamer,2.31,86.82,1,16
110,genuine_gamer,6.41,38.99,1,19
111,genuine_gamer,2.47,60.43,1,10
112,genuine_gamer,6.0,70.29,1,34
113,reward_hunter,15.55,18.23,0,81
114,reward_hunter,16.46,5.45,0,76
115,casual_user,6.76,18.55,1,41
116,reward_hunter,28.31,14.38,0,90
117,reward_hunter,14.12,17.33,1,82
118,genuine_gamer,6.16,77.94,0,15
119,reward_hunter,26.09,4.81,0,89
120,casual_user,6.95,20.07,0,55
121,reward_hunter,16.65,13.97,0,78
122,reward_hunter,17.6,16.67,0,73
123,genuine_gamer,6.61,49.85,1,36
124,genuine_gamer,8.59,49.15,1,34
125,genuine_gamer,9.69,116.02,0,10
126,casual_user,10.86,22.59,0,59
127,reward_hunter,28.29,7.64,0,80
128,reward_hunter,22.5,19.54,0,89
129,genuine_gamer,8.48,94.01,1,29
130,casual_user,8.78,12.61,1,65
131,casual_user,8.81,29.02,1,40
132,genuine_gamer,4.26,103.07,0,29
133,genuine_gamer,8.81,91.06,1,37
134,genuine_gamer,6.37,30.9,1,12
135,reward_hunter,28.72,6.06,0,77
136,genuine_gamer,4.16,35.73,1,30
137,casual_user,10.45,27.62,0,49
138,casual_user,10.62,35.94,1,65
139,genuine_gamer,7.19,119.04,1,17
140,reward_hunter,12.68,18.86,0,82
141,reward_hunter,25.0,5.34,0,79
142,genuine_gamer,9.21,86.31,0,30
143,casual_user,6.49,22.49,1,46
144,genuine_gamer,2.99,59.46,1,29
145,genuine_gamer,6.17,40.04,1,14
146,genuine_gamer,3.93,30.34,1,10
147,casual_user,9.65,18.03,1,48
148,casual_user,13.54,13.1,0,60
149,genuine_gamer,5.91,75.87,1,35
150,genuine_gamer,3.15,86.6,1,10
151,reward_hunter,24.28,18.04,0,99
152,genuine_gamer,4.59,98.79,1,12
153,genuine_gamer,2.03,93.76,0,28
154,casual_user,11.88,49.1,1,65
155,reward_hunter,24.19,15.27,0,98
156,genuine_gamer,8.92,86.65,0,26
157,casual_user,14.37,16.53,1,50
158,reward_hunter,11.33,4.89,0,85
159,genuine_gamer,9.62,81.43,1,15
160,casual_user,14.78,53.01,0,50
161,genuine_gamer,3.38,99.05,1,19
162,casual_user,9.46,18.03,0,64
163,casual_user,11.49,21.62,0,54
164,casual_user,5.76,30.14,1,46
165,genuine_gamer,5.33,85.0,1,16
166,reward_hunter,29.01,12.46,0,80
167,genuine_gamer,5.87,71.51,1,18
168,genuine_gamer,5.91,93.58,1,36
169,genuine_gamer,5.92,86.3,0,32
170,casual_user,7.06,35.39,1,54
171,casual_user,7.07,11.58,1,59
172,genuine_gamer,5.74,32.88,1,17
173,casual_user,6.22,23.19,1,40
174,genuine_gamer,8.27,88.13,1,15
175,casual_user,7.57,36.76,1,41
176,genuine_gamer,4.79,42.69,1,23
177,casual_user,6.5,11.27,1,48
178,genuine_gamer,3.6,39.6,1,36
179,reward_hunter,15.53,17.18,0,90
180,genuine_gamer,2.49,93.21,1,10
181,genuine_gamer,5.27,91.76,1,31
182,genuine_gamer,6.69,51.88,1,17
183,reward_hunter,29.18,8.01,0,77
184,reward_hunter,25.64,8.18,0,98
185,genuine_gamer,2.61,75.86,1,23
186,casual_user,10.07,50.53,0,53
187,reward_hunter,29.55,8.9,0,81
188,casual_user,13.01,32.3,0,65
189,casual_user,5.94,23.34,1,44
190,genuine_gamer,2.4,84.09,0,11
191,genuine_gamer,5.14,119.19,1,24
192,reward_hunter,12.22,7.81,0,91
193,reward_hunter,25.01,17.14,0,84
194,casual_user,14.27,48.05,1,50
195,genuine_gamer,8.42,65.0,1,39
196,genuine_gamer,8.04,96.84,1,30
197,casual_user,8.38,30.7,1,43
198,reward_hunter,23.86,11.13,0,94
199,reward_hunter,12.11,10.69,0,89
200,reward_hunter,24.16,17.92,1,84
201,casual_user,6.11,49.35,1,46
202,genuine_gamer,3.92,40.92,1,15
203,genuine_gamer,8.96,38.31,1,17
204,reward_hunter,19.56,11.63,0,94
205,casual_user,11.58,23.69,1,62
206,genuine_gamer,6.53,75.24,1,16
207,genuine_gamer,7.76,44.73,0,13
208,casual_user,13.66,54.17,1,68
209,genuine_gamer,7.46,107.45,1,20
210,genuine_gamer,6.82,97.85,0,37
211,casual_user,14.83,13.39,1,55
212,casual_user,7.36,17.96,1,46
213,casual_user,11.83,10.54,1,48
214,genuine_gamer,4.23,90.88,1,15
215,casual_user,8.07,27.5,1,45
216,genuine_gamer,7.67,58.31,1,11
217,genuine_gamer,7.95,39.89,1,20
218,casual_user,13.16,20.95,1,67
219,casual_user,7.58,38.04,0,54
220,reward_hunter,10.14,10.72,0,87
221,casual_user,14.62,43.66,1,55
222,casual_user,9.75,33.97,1,42
223,genuine_gamer,5.4,109.17,1,26
224,genuine_gamer,9.45,119.82,1,31
225,genuine_gamer,2.81,117.02,1,24
226,genuine_gamer,5.1,39.8,1,37
227,reward_hunter,20.54,4.45,0,71
228,genuine_gamer,6.93,90.45,1,13
229,reward_hunter,29.27,7.66,1,76
230,casual_user,11.22,29.9,1,59
231,reward_hunter,25.14,11.68,1,71
232,casual_user,12.58,21.5,1,55
233,casual_user,12.49,49.53,0,65
234,casual_user,9.97,18.45,0,64
235,genuine_gamer,2.07,116.6,0,27
236,casual_user,14.56,13.54,1,66
237,genuine_gamer,3.18,85.87,1,26
238,genuine_gamer,2.07,43.44,1,14
239,casual_user,12.63,38.08,0,59
240,genuine_gamer,9.88,84.63,1,30
241,reward_hunter,27.43,17.93,0,70
242,reward_hunter,12.82,16.57,0,81
243,reward_hunter,11.96,14.03,0,72
244,genuine_gamer,4.25,87.09,1,24
245,genuine_gamer,7.25,76.07,1,13
246,reward_hunter,12.03,6.44,0,75
247,casual_user,11.92,19.19,1,59
248,reward_hunter,29.17,9.12,1,99
249,reward_hunter,10.32,8.26,0,70
250,reward_hunter,26.17,14.79,0,94
251,genuine_gamer,9.59,78.33,1,20
252,genuine_gamer,2.18,67.76,0,23
253,reward_hunter,23.37,10.37,0,95
254,genuine_gamer,9.51,51.14,1,11
255,genuine_gamer,8.41,68.08,0,37
256,casual_user,10.73,20.96,1,54
257,reward_hunter,23.33,4.96,0,76
258,casual_user,10.6,32.71,0,54
259,casual_user,9.97,58.14,0,69
260,genuine_gamer,3.19,103.73,0,27
261,casual_user,7.08,29.21,1,65
262,reward_hunter,25.22,2.03,1,93
263,genuine_gamer,7.34,69.74,1,20
264,casual_user,9.88,35.05,1,41
265,reward_hunter,21.18,19.98,1,95
266,casual_user,8.48,31.42,0,63
267,casual_user,13.75,39.2,1,43
268,casual_user,12.55,28.92,0,58
269,genuine_gamer,8.45,44.08,1,31
270,genuine_gamer,7.18,59.58,1,12
271,reward_hunter,21.65,9.49,0,71
272,reward_hunter,12.25,12.92,0,75
273,reward_hunter,27.09,17.07,0,75
274,reward_hunter,14.69,8.79,0,76
275,casual_user,14.32,55.06,0,53
276,casual_user,6.82,20.99,1,51
277,reward_hunter,26.81,15.69,1,90
278,casual_user,12.99,56.59,0,47
279,casual_user,14.38,56.0,1,40
280,reward_hunter,23.27,4.79,0,90
281,reward_hunter,12.38,10.6,0,96
282,genuine_gamer,7.52,94.96,1,14
283,genuine_gamer,5.19,115.38,1,20
284,genuine_gamer,6.97,36.4,1,10
285,casual_user,13.85,15.94,1,46
286,genuine_gamer,7.89,108.67,1,18
287,casual_user,10.36,13.4,1,65
288,casual_user,14.2,42.39,1,51
289,genuine_gamer,6.65,112.71,1,19
290,casual_user,12.29,11.5,1,55
291,genuine_gamer,5.87,72.43,1,11
292,genuine_gamer,3.59,89.99,1,16
293,reward_hunter,29.86,15.39,0,91
294,genuine_gamer,9.33,72.88,1,14
295,genuine_gamer,2.9,117.21,1,15
296,casual_user,5.99,32.23,1,62
297,reward_hunter,12.82,12.91,0,91
298,genuine_gamer,6.35,92.65,1,15
299,casual_user,11.29,40.63,1,68
300,genuine_gamer,3.34,111.79,0,28
301,genuine_gamer,8.56,111.66,1,33
302,casual_user,5.89,12.7,0,55
303,casual_user,14.35,18.98,1,49
304,casual_user,8.2,44.56,0,53
305,casual_user,8.99,10.41,0,53
306,reward_hunter,18.67,2.42,1,71
307,casual_user,13.45,25.16,1,58
308,genuine_gamer,6.66,31.59,1,37
309,reward_hunter,16.39,8.78,0,88
310,genuine_gamer,9.94,86.11,0,35
311,casual_user,11.63,59.71,0,59
312,genuine_gamer,6.61,110.27,1,20
313,genuine_gamer,6.41,40.6,1,30
314,reward_hunter,22.42,19.65,0,77
315,reward_hunter,12.39,11.44,0,73
316,casual_user,13.68,29.29,0,52
317,casual_user,6.79,21.26,1,69
318,genuine_gamer,2.79,33.64,1,24
319,genuine_gamer,9.04,100.69,1,24
320,genuine_gamer,4.14,97.82,1,39
321,casual_user,14.23,18.76,0,64
322,casual_user,9.38,52.91,1,64
323,casual_user,11.04,34.16,0,57
324,genuine_gamer,3.99,34.52,1,24
325,reward_hunter,18.0,4.99,0,92
326,casual_user,10.27,22.93,0,50
327,casual_user,10.75,27.13,1,45
328,casual_user,6.08,42.85,1,56
329,casual_user,7.55,45.98,0,58
330,genuine_gamer,2.19,108.8,1,18
331,genuine_gamer,3.03,116.13,1,37
332,reward_hunter,20.68,18.44,0,85
333,genuine_gamer,3.13,77.37,1,23
334,genuine_gamer,5.31,65.52,1,23
335,genuine_gamer,7.11,35.11,1,10
336,genuine_gamer,4.86,92.53,1,36
337,reward_hunter,22.26,16.21,0,98
338,casual_user,13.54,24.06,0,59
339,casual_user,9.77,33.07,0,62
340,genuine_gamer,7.64,73.16,1,15
341,casual_user,8.92,24.49,1,43
342,casual_user,8.13,47.53,0,57
343,genuine_gamer,5.58,114.17,1,12
344,casual_user,14.63,49.12,1,42
345,genuine_gamer,4.67,99.73,0,20
346,casual_user,14.58,29.0,1,56
347,casual_user,14.72,15.19,1,59
348,genuine_gamer,8.62,106.84,1,35
349,genuine_gamer,6.18,64.04,1,22
350,casual_user,10.67,47.37,1,47
351,casual_user,9.64,27.05,1,58
352,reward_hunter,23.76,19.3,1,88
353,casual_user,13.65,35.97,1,44
354,genuine_gamer,4.63,104.36,1,12
355,genuine_gamer,5.27,101.95,1,35
356,casual_user,12.81,51.56,0,58
357,genuine_gamer,4.91,103.2,1,19
358,casual_user,10.0,48.05,1,51
359,reward_hunter,18.02,4.84,0,95
360,casual_user,9.36,39.05,1,54
361,genuine_gamer,2.37,71.4,1,18
362,casual_user,9.7,46.72,1,54
363,casual_user,8.47,46.49,0,43
364,casual_user,12.14,13.46,1,64
365,reward_hunter,23.47,8.21,0,76
366,genuine_gamer,6.91,64.95,1,17
367,reward_hunter,15.26,11.72,0,97
368,reward_hunter,28.51,5.54,0,88
369,genuine_gamer,7.31,93.74,1,30
370,genuine_gamer,3.48,116.32,1,13
371,genuine_gamer,5.7,82.74,1,16
372,genuine_gamer,5.66,77.12,1,32
373,genuine_gamer,8.24,79.42,1,22
374,casual_user,6.94,34.31,0,46
375,genuine_gamer,2.59,96.3,1,21
376,genuine_gamer,3.06,67.52,1,32
377,reward_hunter,26.99,10.05,1,93
378,genuine_gamer,2.83,38.04,1,17
379,reward_hunter,10.98,6.33,0,84
380,genuine_gamer,9.05,32.34,1,27
381,genuine_gamer,2.34,119.91,0,22
382,casual_user,8.41,16.62,0,68
383,casual_user,11.85,13.41,1,55
384,reward_hunter,20.38,2.95,0,82
385,casual_user,5.96,46.86,1,42
386,reward_hunter,25.83,19.53,1,92
387,genuine_gamer,3.01,86.54,1,15
388,genuine_gamer,9.04,103.56,1,26
389,reward_hunter,17.87,16.78,0,94
390,reward_hunter,10.07,11.12,0,83
391,reward_hunter,11.78,2.95,0,89
392,casual_user,13.77,30.39,0,45
393,genuine_gamer,9.19,59.84,1,36
394,reward_hunter,14.75,12.76,1,83
395,genuine_gamer,7.43,48.24,1,22
396,reward_hunter,14.62,16.71,1,87
397,reward_hunter,27.47,5.67,0,80
398,casual_user,6.39,44.08,0,50
399,reward_hunter,22.36,4.41,0,92
400,reward_hunter,20.17,19.49,0,84
401,genuine_gamer,8.27,87.08,1,26
402,reward_hunter,15.73,3.17,1,92
403,casual_user,12.95,28.29,1,43
404,reward_hunter,24.62,9.11,0,88
405,genuine_gamer,2.93,39.23,1,39
406,reward_hunter,14.59,12.81,0,89
407,genuine_gamer,9.28,101.54,1,19
408,genuine_gamer,4.86,94.6,1,39
409,reward_hunter,14.2,17.97,0,99
410,genuine_gamer,2.45,103.28,1,37
411,genuine_gamer,9.42,81.14,1,31
412,reward_hunter,21.75,17.21,1,70
413,reward_hunter,25.62,6.03,0,73
414,casual_user,13.28,11.68,1,44
415,casual_user,14.36,46.27,1,55
416,casual_user,10.87,47.2,1,58
417,genuine_gamer,3.68,80.45,1,30
418,genuine_gamer,9.46,113.74,1,17
419,casual_user,12.19,18.71,1,58
420,reward_hunter,23.26,2.9,0,89
421,reward_hunter,16.87,11.22,0,78
422,reward_hunter,13.48,19.47,1,84
423,genuine_gamer,9.43,48.86,1,34
424,casual_user,9.56,19.48,1,47
425,genuine_gamer,4.07,61.7,1,23
426,casual_user,7.36,48.42,1,42
427,casual_user,8.21,47.37,0,69
428,reward_hunter,16.48,14.49,0,97
429,genuine_gamer,9.27,55.65,1,13
430,genuine_gamer,6.53,113.48,0,29
431,genuine_gamer,5.82,99.71,1,30
432,reward_hunter,13.62,4.73,0,81
433,casual_user,7.37,55.18,0,69
434,genuine_gamer,2.12,39.08,1,12
435,genuine_gamer,9.79,115.26,0,14
436,casual_user,9.8,42.91,1,61
437,genuine_gamer,2.83,93.28,0,36
438,reward_hunter,11.38,17.84,0,80
439,casual_user,14.58,35.11,1,40
440,genuine_gamer,8.38,104.93,1,27
441,genuine_gamer,4.58,53.0,0,39
442,reward_hunter,22.58,17.4,0,94
443,genuine_gamer,8.8,108.56,1,28
444,genuine_gamer,5.36,71.25,0,33
445,reward_hunter,19.06,7.0,1,76
446,reward_hunter,21.31,11.82,0,82
447,reward_hunter,13.97,9.33,0,80
448,reward_hunter,21.61,16.75,1,82
449,genuine_gamer,3.99,104.95,1,16
450,genuine_gamer,6.71,30.72,1,30
451,reward_hunter,27.34,19.44,1,95
452,casual_user,12.09,31.03,0,59
453,casual_user,5.62,53.14,0,42
454,reward_hunter,15.4,7.5,0,78
455,genuine_gamer,8.66,96.83,1,15
456,casual_user,13.76,50.12,1,64
457,genuine_gamer,4.34,49.83,1,19
458,casual_user,14.32,43.17,1,61
459,genuine_gamer,2.13,96.23,1,37
460,genuine_gamer,3.9,91.9,1,15
461,genuine_gamer,8.98,95.67,1,11
462,casual_user,14.04,25.75,1,56
463,casual_user,5.38,12.83,1,52
464,casual_user,9.14,20.67,0,42
465,reward_hunter,26.09,13.61,0,80
466,genuine_gamer,8.86,45.85,1,28
467,genuine_gamer,7.9,79.77,0,21
468,reward_hunter,20.28,5.14,0,87
469,genuine_gamer,6.14,100.12,1,19
470,reward_hunter,16.23,7.24,0,70
471,genuine_gamer,4.22,58.75,1,38
472,reward_hunter,20.55,9.93,0,78
473,genuine_gamer,6.5,49.13,1,34
474,reward_hunter,10.74,8.82,1,85
475,casual_user,11.92,17.03,0,56
476,reward_hunter,27.45,12.82,1,86
477,genuine_gamer,6.87,49.84,1,22
478,casual_user,6.09,34.93,1,67
479,reward_hunter,13.57,7.37,0,79
480,casual_user,14.99,46.15,0,66
481,casual_user,11.36,40.87,1,44
482,casual_user,9.3,38.47,1,48
483,casual_user,13.89,35.28,0,43
484,casual_user,7.01,21.14,0,40
485,casual_user,13.38,57.16,0,63
486,reward_hunter,10.0,3.88,0,87
487,genuine_gamer,9.48,71.66,1,39
488,genuine_gamer,2.43,87.91,1,29
489,reward_hunter,11.82,5.63,1,93
490,reward_hunter,13.43,5.35,0,74
491,casual_user,11.88,17.72,1,41
492,casual_user,7.41,58.55,1,51
493,genuine_gamer,4.49,62.31,1,31
494,genuine_gamer,6.47,107.43,1,27
495,casual_user,7.86,42.55,1,57
496,genuine_gamer,5.68,108.67,1,33
497,casual_user,14.72,10.95,1,64
498,genuine_gamer,4.52,103.85,1,23
499,reward_hunter,24.86,7.78,0,93
500,reward_hunter,21.08,12.61,0,93
501,casual_user,12.85,55.91,1,40
502,casual_user,9.42,21.55,1,54
503,genuine_gamer,7.17,80.64,1,29
504,reward_hunter,12.24,5.21,0,90
505,casual_user,7.01,13.83,1,49
506,genuine_gamer,5.9,92.72,1,38
507,reward_hunter,10.92,9.12,0,73
508,reward_hunter,26.8,17.26,0,93
509,reward_hunter,29.0,13.09,1,79
510,casual_user,10.92,22.06,1,62
511,casual_user,13.1,39.14,0,43
512,casual_user,13.46,59.63,1,54
513,reward_hunter,16.06,7.78,1,73
514,reward_hunter,13.62,19.16,1,86
515,genuine_gamer,8.7,59.65,1,30
516,genuine_gamer,8.42,87.78,1,31
517,genuine_gamer,7.89,107.24,1,13
518,reward_hunter,18.18,11.33,0,93
519,reward_hunter,26.09,12.09,1,98
520,genuine_gamer,2.01,119.46,1,14
521,casual_user,6.64,51.86,0,52
522,genuine_gamer,5.58,46.22,1,29
523,reward_hunter,14.43,2.24,0,73
524,reward_hunter,19.93,17.95,1,83
525,reward_hunter,17.69,2.1,1,98
526,casual_user,11.95,24.18,0,47
527,casual_user,8.04,27.22,0,43
528,genuine_gamer,7.77,87.54,0,20
529,genuine_gamer,2.46,96.63,1,26
530,reward_hunter,14.75,15.38,1,95
531,reward_hunter,26.97,12.1,1,90
532,reward_hunter,21.23,7.61,0,85
533,reward_hunter,16.76,9.36,0,79
534,casual_user,13.29,29.05,1,42
535,reward_hunter,22.04,8.33,0,96
536,reward_hunter,10.04,10.2,0,95
537,reward_hunter,25.9,15.21,0,94
538,genuine_gamer,3.59,79.74,1,30
539,casual_user,11.48,34.1,1,55
540,genuine_gamer,4.94,105.42,1,28
541,reward_hunter,18.81,11.17,0,71
542,casual_user,6.84,13.55,1,48
543,genuine_gamer,6.45,32.08,1,15
544,casual_user,11.11,24.28,1,45
545,casual_user,9.9,45.85,1,63
546,genuine_gamer,3.43,116.54,1,23
547,genuine_gamer,3.83,38.93,0,33
548,casual_user,6.11,16.6,1,51
549,casual_user,12.15,24.67,1,64
550,reward_hunter,25.9,14.25,0,89
551,casual_user,6.79,52.49,0,64
552,reward_hunter,20.31,19.97,1,91
553,casual_user,13.81,11.71,1,69
554,casual_user,6.82,54.21,1,59
555,reward_hunter,19.68,10.53,0,86
556,casual_user,10.2,55.0,1,63
557,genuine_gamer,7.37,89.23,1,39
558,genuine_gamer,2.26,38.03,1,27
559,reward_hunter,16.19,6.58,1,80
560,casual_user,7.26,50.0,1,55
561,casual_user,8.2,44.34,1,58
562,genuine_gamer,2.22,68.56,1,21
563,genuine_gamer,6.29,45.18,1,31
564,genuine_gamer,9.18,44.85,1,35
565,genuine_gamer,4.84,30.39,0,24
566,casual_user,7.45,45.8,1,54
567,genuine_gamer,5.03,42.98,1,31
568,casual_user,12.88,10.83,0,43
569,reward_hunter,27.65,5.13,0,76
570,genuine_gamer,6.81,96.15,1,34
571,casual_user,5.45,21.29,1,51
572,reward_hunter,25.05,15.2,0,98
573,genuine_gamer,6.25,101.98,1,21
574,casual_user,11.98,53.3,0,52
575,reward_hunter,17.86,13.74,1,84
576,reward_hunter,27.37,13.61,0,71
577,genuine_gamer,6.49,87.85,1,39
578,reward_hunter,27.69,13.99,0,75
579,casual_user,10.63,41.27,1,46
580,genuine_gamer,5.55,115.16,1,36
581,casual_user,10.82,41.9,1,44
582,reward_hunter,26.51,12.48,0,92
583,casual_user,7.04,55.31,0,57
584,genuine_gamer,2.8,62.83,1,38
585,casual_user,11.15,46.18,0,61
586,genuine_gamer,4.93,97.48,1,36
587,genuine_gamer,7.09,81.96,1,18
588,genuine_gamer,2.24,80.56,1,32
589,genuine_gamer,4.71,54.65,0,34
590,genuine_gamer,2.5,39.17,1,25
591,genuine_gamer,9.73,36.24,1,23
592,casual_user,5.88,17.21,1,40
593,genuine_gamer,5.23,56.19,1,32
594,genuine_gamer,2.84,34.68,1,28
595,reward_hunter,15.69,14.38,0,79
596,casual_user,8.12,29.9,0,49
597,casual_user,12.78,50.8,1,46
598,genuine_gamer,9.08,41.55,1,18
599,genuine_gamer,2.8,109.67,0,35
600,genuine_gamer,5.98,117.04,1,16
601,genuine_gamer,7.48,41.17,1,23
602,genuine_gamer,6.49,70.19,1,14
603,genuine_gamer,9.5,67.45,1,18
604,genuine_gamer,7.9,34.66,1,39
605,genuine_gamer,7.37,102.4,1,28
606,casual_user,10.4,36.56,0,44
607,genuine_gamer,4.03,71.7,1,18
608,genuine_gamer,8.32,40.96,1,28
609,casual_user,6.19,22.95,0,57
610,casual_user,12.51,12.86,1,41
611,genuine_gamer,9.57,73.22,1,36
612,reward_hunter,11.08,14.61,1,82
613,casual_user,12.75,32.96,1,44
614,genuine_gamer,6.55,43.93,0,17
615,reward_hunter,11.79,6.34,0,82
616,reward_hunter,24.07,7.41,0,93
617,genuine_gamer,4.14,39.9,1,25
618,genuine_gamer,2.17,97.6,1,35
619,reward_hunter,28.6,3.53,0,90
620,casual_user,5.81,14.27,1,51
621,genuine_gamer,7.45,38.0,0,26
622,genuine_gamer,2.68,85.95,1,33
623,genuine_gamer,3.0,111.97,0,14
624,casual_user,9.97,59.81,0,52
625,casual_user,5.67,54.55,1,55
626,genuine_gamer,9.74,47.32,0,31
627,casual_user,14.78,20.49,1,56
628,casual_user,6.72,40.45,0,58
629,genuine_gamer,9.26,93.65,1,26
630,genuine_gamer,8.49,117.36,1,16
631,casual_user,12.22,15.9,1,50
632,reward_hunter,13.4,8.46,0,81
633,casual_user,14.81,55.91,1,64
634,casual_user,7.54,48.3,1,60
635,genuine_gamer,8.27,119.21,1,14
636,casual_user,7.33,25.93,1,67
637,casual_user,9.36,23.23,1,41
638,genuine_gamer,2.43,52.94,1,31
639,genuine_gamer,5.31,92.18,1,35
640,genuine_gamer,7.64,68.29,1,10
641,genuine_gamer,5.58,69.5,1,13
642,genuine_gamer,7.58,52.59,1,12
643,genuine_gamer,7.54,98.78,1,17
644,genuine_gamer,3.15,68.56,1,28
645,genuine_gamer,9.38,61.29,0,35
646,reward_hunter,15.69,7.81,0,81
647,casual_user,5.5,30.37,1,40
648,casual_user,12.69,13.01,1,67
649,reward_hunter,12.32,9.66,0,95
650,casual_user,14.34,25.09,1,45
651,genuine_gamer,3.03,48.7,0,38
652,casual_user,10.64,56.7,1,58
653,casual_user,11.84,56.84,1,44
654,casual_user,9.15,27.55,0,51
655,casual_user,8.77,14.95,0,40
656,genuine_gamer,9.3,73.4,1,12
657,genuine_gamer,5.74,114.74,0,12
658,genuine_gamer,2.82,118.76,1,21
659,casual_user,13.46,49.32,0,60
660,casual_user,10.61,49.07,0,47
661,genuine_gamer,2.16,59.38,0,13
662,reward_hunter,28.61,19.51,1,77
663,casual_user,12.23,26.85,1,54
664,genuine_gamer,8.7,42.66,1,26
665,genuine_gamer,6.92,110.07,1,17
666,genuine_gamer,9.33,90.52,1,28
667,genuine_gamer,5.21,70.0,1,15
668,genuine_gamer,5.06,93.85,1,36
669,genuine_gamer,2.91,48.08,1,12
670,genuine_gamer,9.1,49.88,1,12
